"Gruppe";"ValgstedId";"KredsNr";"StorKredsNr";"LandsdelsNr";"EV1994 - Stemmeberettigede";"EV1994 - Afgivne stemmer";"EV1994 - Blanke stemmer";"EV1994 - Andre ugyldige stemmer";"EV1994 - Gyldige stemmer";"EV1994 - A. Socialdemokratiet";"EV1994 - B. Det Radikale Venstre";"EV1994 - C. Det Konservative Folkeparti";"EV1994 - D. Centrum-Demokraterne";"EV1994 - F. Socialistisk Folkeparti";"EV1994 - J. JuniBevægelsen";"EV1994 - N. Folkebevægelsen mod EF-Unionen";"EV1994 - Q. Kristeligt Folkeparti";"EV1994 - V. Venstre, Danmarks Liberale Parti";"EV1994 - Z. Fremskridtspartiet"
"541005";"541005";"63";"11";"3";"755";"433";"9";"1";"423";"55";"16";"74";"2";"15";"55";"35";"3";"161";"7"
"541006";"541006";"63";"11";"3";"202";"100";"1";"0";"99";"14";"4";"21";"1";"2";"5";"6";"4";"37";"5"
"541007";"541007";"63";"11";"3";"839";"440";"9";"3";"428";"67";"26";"89";"10";"16";"34";"38";"16";"120";"12"
"541008";"541008";"63";"11";"3";"938";"529";"4";"0";"525";"98";"31";"114";"4";"28";"54";"56";"1";"127";"12"
"541009";"541009";"63";"11";"3";"157";"100";"3";"0";"97";"7";"2";"16";"0";"6";"14";"9";"1";"39";"3"
"541010";"541010";"63";"11";"3";"267";"145";"6";"1";"138";"15";"7";"31";"1";"5";"12";"16";"0";"46";"5"
"541011";"541011";"63";"11";"3";"104";"57";"1";"0";"56";"5";"1";"14";"0";"5";"6";"6";"2";"15";"2"
"541104";"541104";"63";"11";"3";"6422";"3322";"56";"11";"3255";"522";"196";"819";"24";"192";"426";"365";"47";"598";"66"
"543001";"543001";"65";"11";"3";"2724";"1619";"33";"6";"1580";"306";"120";"383";"11";"107";"162";"138";"13";"290";"50"
"543002";"543002";"65";"11";"3";"2502";"1115";"17";"6";"1092";"248";"81";"250";"7";"84";"145";"72";"9";"163";"33"
"543003";"543003";"65";"11";"3";"882";"492";"10";"1";"481";"88";"32";"97";"5";"22";"36";"47";"7";"136";"11"
"543004";"543004";"65";"11";"3";"1051";"620";"9";"1";"610";"118";"29";"102";"6";"25";"52";"39";"2";"219";"18"
"543005";"543005";"65";"11";"3";"500";"317";"6";"0";"311";"71";"18";"50";"2";"22";"23";"13";"12";"89";"11"
"543006";"543006";"65";"11";"3";"426";"228";"5";"0";"223";"22";"16";"36";"3";"11";"22";"15";"2";"88";"8"
"543007";"543007";"65";"11";"3";"1030";"538";"7";"1";"530";"42";"41";"78";"8";"16";"42";"35";"9";"242";"17"
"543008";"543008";"65";"11";"3";"511";"301";"4";"0";"297";"36";"10";"35";"1";"16";"33";"26";"5";"126";"9"
"543009";"543009";"65";"11";"3";"1200";"650";"12";"2";"636";"107";"31";"114";"6";"30";"56";"52";"21";"204";"15"
"543010";"543010";"65";"11";"3";"679";"394";"4";"1";"389";"54";"19";"83";"8";"16";"46";"36";"9";"106";"12"
"543011";"543011";"65";"11";"3";"1152";"606";"13";"1";"592";"134";"41";"99";"1";"33";"69";"49";"2";"139";"25"
"545001";"545001";"60";"11";"3";"7186";"3735";"60";"14";"3661";"499";"206";"935";"39";"234";"537";"337";"49";"709";"116"
"545002";"545002";"60";"11";"3";"3327";"1729";"30";"1";"1698";"369";"75";"337";"10";"92";"270";"183";"18";"292";"52"
"545003";"545003";"60";"11";"3";"2355";"1344";"20";"7";"1317";"206";"68";"278";"13";"78";"144";"105";"2";"370";"53"
"545005";"545005";"60";"11";"3";"1760";"938";"20";"6";"912";"152";"40";"212";"7";"48";"141";"61";"6";"207";"38"
"545006";"545006";"60";"11";"3";"2105";"996";"17";"8";"971";"239";"56";"174";"10";"54";"148";"84";"3";"172";"31"
"545104";"545104";"60";"11";"3";"19";"19";"0";"0";"19";"0";"0";"7";"0";"1";"3";"1";"0";"6";"1"
"551001";"551001";"69";"12";"3";"4456";"2313";"29";"5";"2279";"206";"229";"573";"10";"160";"148";"103";"54";"718";"78"
"551003";"551003";"69";"12";"3";"1563";"727";"12";"0";"715";"76";"59";"99";"4";"49";"71";"50";"41";"234";"32"
"553001";"553001";"66";"12";"3";"324";"182";"3";"2";"177";"10";"13";"23";"1";"8";"12";"15";"20";"65";"10"
"553002";"553002";"66";"12";"3";"341";"180";"5";"0";"175";"19";"8";"29";"1";"10";"16";"11";"0";"76";"5"
"553003";"553003";"66";"12";"3";"421";"221";"2";"0";"219";"23";"11";"51";"3";"7";"20";"20";"2";"73";"9"
"553004";"553004";"66";"12";"3";"425";"247";"1";"0";"246";"13";"17";"22";"3";"7";"21";"17";"1";"141";"4"
"553006";"553006";"66";"12";"3";"717";"402";"6";"0";"396";"13";"22";"60";"2";"17";"32";"18";"9";"208";"15"
"553007";"553007";"66";"12";"3";"1155";"613";"11";"3";"599";"57";"39";"96";"6";"32";"79";"39";"9";"223";"19"
"553008";"553008";"66";"12";"3";"240";"128";"8";"1";"119";"11";"9";"6";"1";"12";"16";"8";"1";"52";"3"
"553009";"553009";"66";"12";"3";"1224";"627";"7";"1";"619";"47";"47";"88";"4";"30";"52";"35";"12";"285";"19"
"555001";"555001";"66";"12";"3";"2061";"1031";"25";"1";"1005";"138";"88";"206";"11";"34";"105";"91";"9";"301";"22"
"555002";"555002";"66";"12";"3";"427";"219";"2";"0";"217";"25";"11";"25";"1";"11";"30";"21";"8";"75";"10"
"555003";"555003";"66";"12";"3";"51";"37";"0";"0";"37";"3";"4";"5";"2";"1";"1";"2";"0";"12";"7"
"555004";"555004";"66";"12";"3";"266";"130";"0";"0";"130";"13";"7";"16";"0";"6";"20";"10";"1";"53";"4"
"555005";"555005";"66";"12";"3";"128";"71";"2";"0";"69";"10";"2";"9";"0";"4";"7";"6";"1";"20";"10"
"557010";"557010";"68";"12";"3";"5026";"2315";"48";"7";"2260";"328";"222";"370";"16";"144";"256";"170";"45";"651";"58"
"557020";"557020";"68";"12";"3";"835";"422";"9";"0";"413";"51";"31";"66";"2";"28";"32";"38";"0";"154";"11"
"557030";"557030";"68";"12";"3";"431";"224";"4";"0";"220";"14";"18";"20";"2";"5";"16";"18";"4";"113";"10"
"557040";"557040";"68";"12";"3";"1872";"886";"16";"3";"867";"104";"69";"127";"8";"37";"85";"70";"23";"319";"25"
"557050";"557050";"68";"12";"3";"539";"284";"5";"1";"278";"17";"20";"43";"1";"21";"23";"31";"1";"112";"9"
"557060";"557060";"68";"12";"3";"851";"442";"11";"1";"430";"42";"36";"73";"3";"13";"33";"20";"7";"180";"23"
"559001";"559001";"69";"12";"3";"1645";"829";"17";"2";"810";"129";"70";"159";"3";"50";"89";"64";"3";"219";"24"
"559002";"559002";"69";"12";"3";"443";"216";"4";"1";"211";"13";"20";"26";"1";"11";"27";"8";"0";"89";"16"
"559003";"559003";"69";"12";"3";"665";"351";"4";"0";"347";"25";"22";"23";"2";"16";"46";"41";"3";"145";"24"
"559004";"559004";"69";"12";"3";"1961";"996";"26";"3";"967";"136";"90";"144";"4";"50";"94";"45";"3";"382";"19"
"561001";"561001";"67";"12";"3";"5989";"2731";"47";"7";"2677";"388";"241";"421";"8";"192";"428";"325";"35";"579";"60"
"561002";"561002";"67";"12";"3";"4313";"2043";"23";"7";"2013";"295";"180";"326";"18";"158";"311";"257";"23";"389";"56"
"561003";"561003";"67";"12";"3";"2414";"1100";"14";"3";"1083";"319";"74";"109";"4";"86";"180";"176";"9";"100";"26"
"561004";"561004";"67";"12";"3";"3531";"1623";"16";"2";"1605";"362";"119";"158";"5";"143";"292";"235";"7";"239";"45"
"561005";"561005";"67";"12";"3";"5512";"2367";"43";"8";"2316";"516";"194";"237";"9";"205";"370";"348";"23";"364";"50"
"561006";"561006";"67";"12";"3";"5230";"2566";"31";"9";"2526";"470";"220";"358";"9";"223";"351";"330";"16";"486";"63"
"561007";"561007";"67";"12";"3";"4081";"1871";"33";"7";"1831";"414";"133";"181";"9";"145";"308";"284";"16";"287";"54"
"561008";"561008";"67";"12";"3";"1328";"600";"11";"1";"588";"59";"53";"75";"5";"22";"67";"50";"6";"228";"23"
"561010";"561010";"67";"12";"3";"209";"111";"1";"2";"108";"7";"4";"13";"0";"7";"17";"9";"2";"42";"7"
"561011";"561011";"67";"12";"3";"3278";"1830";"18";"3";"1809";"237";"197";"324";"16";"105";"200";"197";"27";"473";"33"
"561012";"561012";"67";"12";"3";"1350";"705";"10";"1";"694";"78";"74";"87";"4";"44";"77";"66";"3";"247";"14"
"561013";"561013";"67";"12";"3";"348";"183";"2";"0";"181";"12";"16";"23";"0";"12";"16";"14";"3";"78";"7"
"561014";"561014";"67";"12";"3";"184";"89";"0";"0";"89";"5";"6";"13";"0";"5";"8";"6";"6";"38";"2"
"561015";"561015";"67";"12";"3";"5878";"2862";"37";"11";"2814";"418";"265";"423";"18";"233";"372";"290";"38";"697";"60"
"561016";"561016";"67";"12";"3";"4792";"2558";"26";"8";"2524";"270";"259";"504";"13";"196";"242";"196";"17";"761";"66"
"561017";"561017";"67";"12";"3";"781";"383";"6";"1";"376";"57";"41";"38";"3";"17";"38";"36";"0";"138";"8"
"561018";"561018";"67";"12";"3";"387";"209";"2";"0";"207";"19";"14";"13";"1";"8";"30";"19";"2";"96";"5"
"561019";"561019";"67";"12";"3";"252";"136";"1";"0";"135";"12";"8";"18";"1";"10";"13";"10";"2";"58";"3"
"561020";"561020";"67";"12";"3";"1911";"958";"12";"2";"944";"135";"91";"153";"6";"80";"111";"75";"6";"264";"23"
"561021";"561021";"67";"12";"3";"3209";"1407";"13";"5";"1389";"279";"147";"178";"8";"94";"203";"175";"8";"255";"42"
"561022";"561022";"67";"12";"3";"2739";"1205";"19";"1";"1185";"195";"106";"197";"3";"82";"157";"110";"5";"295";"35"
"561023";"561023";"67";"12";"3";"3192";"1427";"15";"3";"1409";"292";"165";"180";"6";"125";"214";"150";"8";"244";"25"
"561024";"561024";"67";"12";"3";"2062";"845";"16";"1";"828";"143";"92";"110";"5";"65";"133";"65";"5";"186";"24"
"563001";"563001";"67";"12";"3";"2184";"1314";"32";"6";"1276";"123";"93";"287";"10";"110";"202";"202";"3";"207";"39"
"563002";"563002";"67";"12";"3";"282";"204";"2";"2";"200";"22";"14";"37";"2";"15";"37";"43";"0";"24";"6"
"565001";"565001";"69";"12";"3";"8019";"3490";"36";"7";"3447";"447";"260";"555";"24";"278";"337";"230";"128";"1052";"136"
"565002";"565002";"69";"12";"3";"1914";"916";"9";"0";"907";"120";"62";"151";"4";"57";"90";"46";"9";"335";"33"
"565003";"565003";"69";"12";"3";"1589";"723";"9";"1";"713";"66";"30";"90";"9";"35";"60";"49";"37";"301";"36"
"565004";"565004";"69";"12";"3";"718";"333";"5";"0";"328";"15";"18";"46";"3";"12";"23";"18";"16";"154";"23"
"565005";"565005";"69";"12";"3";"762";"366";"6";"0";"360";"40";"18";"37";"0";"14";"25";"21";"9";"174";"22"
"567001";"567001";"68";"12";"3";"653";"354";"5";"3";"346";"26";"20";"53";"4";"7";"23";"22";"11";"176";"4"
"567002";"567002";"68";"12";"3";"1187";"629";"12";"0";"617";"65";"58";"70";"5";"24";"42";"34";"31";"265";"23"
"567003";"567003";"68";"12";"3";"537";"317";"8";"1";"308";"18";"19";"41";"0";"5";"14";"9";"7";"180";"15"
"567004";"567004";"68";"12";"3";"984";"506";"10";"1";"495";"42";"42";"106";"1";"17";"34";"26";"1";"199";"27"
"567005";"567005";"68";"12";"3";"792";"440";"1";"2";"437";"36";"40";"64";"0";"16";"30";"22";"2";"212";"15"
"567006";"567006";"68";"12";"3";"837";"436";"4";"1";"431";"48";"26";"70";"4";"17";"18";"17";"16";"194";"21"
"567007";"567007";"68";"12";"3";"1087";"616";"14";"0";"602";"53";"43";"81";"4";"23";"60";"37";"9";"273";"19"
"569002";"569002";"69";"12";"3";"431";"253";"4";"0";"249";"18";"25";"29";"2";"15";"20";"7";"1";"121";"11"
"569003";"569003";"69";"12";"3";"274";"120";"3";"0";"117";"6";"7";"20";"0";"4";"11";"18";"1";"37";"13"
"569004";"569004";"69";"12";"3";"228";"127";"2";"0";"125";"11";"9";"6";"0";"2";"6";"6";"2";"70";"13"
"569005";"569005";"69";"12";"3";"949";"502";"3";"0";"499";"22";"39";"63";"2";"22";"38";"39";"6";"247";"21"
"569006";"569006";"69";"12";"3";"438";"213";"2";"0";"211";"12";"16";"35";"0";"7";"18";"15";"4";"88";"16"
"569101";"569101";"69";"12";"3";"1589";"842";"18";"2";"822";"82";"70";"114";"3";"54";"91";"68";"9";"304";"27"
"569102";"569102";"69";"12";"3";"1227";"612";"13";"2";"597";"73";"61";"94";"4";"31";"71";"45";"13";"178";"27"
"571001";"571001";"68";"12";"3";"6742";"3680";"51";"8";"3621";"481";"301";"615";"11";"398";"601";"402";"25";"679";"108"
"571002";"571002";"68";"12";"3";"556";"309";"9";"1";"299";"20";"15";"42";"1";"14";"43";"19";"8";"127";"10"
"571003";"571003";"68";"12";"3";"225";"120";"3";"0";"117";"10";"4";"21";"0";"4";"9";"10";"1";"54";"4"
"571004";"571004";"68";"12";"3";"1599";"815";"14";"0";"801";"104";"66";"87";"4";"46";"114";"87";"11";"253";"29"
"571005";"571005";"68";"12";"3";"1425";"755";"20";"0";"735";"68";"61";"92";"3";"45";"82";"71";"8";"263";"42"
"571006";"571006";"68";"12";"3";"226";"150";"1";"0";"149";"6";"5";"15";"2";"1";"12";"8";"2";"92";"6"
"571007";"571007";"68";"12";"3";"64";"25";"1";"0";"24";"5";"0";"2";"1";"2";"1";"8";"0";"5";"0"
"571008";"571008";"68";"12";"3";"173";"119";"0";"0";"119";"5";"7";"9";"0";"1";"9";"14";"0";"69";"5"
"571009";"571009";"68";"12";"3";"490";"241";"2";"0";"239";"16";"15";"32";"5";"9";"22";"15";"4";"106";"15"
"571010";"571010";"68";"12";"3";"530";"262";"5";"1";"256";"28";"12";"36";"1";"18";"28";"25";"0";"101";"7"
"571011";"571011";"68";"12";"3";"416";"185";"1";"0";"184";"21";"14";"29";"0";"6";"10";"13";"1";"78";"12"
"571013";"571013";"68";"12";"3";"504";"279";"6";"0";"273";"23";"13";"44";"2";"16";"47";"29";"1";"88";"10"
"571014";"571014";"68";"12";"3";"730";"427";"7";"1";"419";"66";"55";"69";"1";"23";"67";"37";"4";"89";"8"
"573001";"573001";"66";"12";"3";"9842";"4671";"82";"11";"4578";"729";"317";"877";"21";"309";"527";"366";"46";"1243";"143"
"573006";"573006";"66";"12";"3";"681";"354";"8";"0";"346";"20";"18";"25";"5";"11";"31";"25";"6";"187";"18"
"573007";"573007";"66";"12";"3";"1034";"611";"13";"1";"597";"74";"64";"84";"3";"34";"54";"39";"4";"212";"29"
"573008";"573008";"66";"12";"3";"903";"499";"7";"1";"491";"30";"31";"56";"2";"20";"32";"19";"1";"282";"18"
"573009";"573009";"66";"12";"3";"979";"495";"6";"0";"489";"51";"29";"46";"2";"16";"67";"33";"4";"208";"33"
"573011";"573011";"66";"12";"3";"585";"313";"3";"0";"310";"32";"19";"33";"4";"17";"30";"21";"1";"144";"9"
"573012";"573012";"66";"12";"3";"844";"482";"8";"1";"473";"51";"42";"73";"4";"30";"37";"30";"9";"182";"15"
"575001";"575001";"69";"12";"3";"6638";"3324";"46";"7";"3271";"548";"335";"593";"20";"239";"350";"239";"15";"856";"76"
"575002";"575002";"69";"12";"3";"518";"290";"9";"0";"281";"25";"25";"35";"0";"16";"27";"18";"2";"121";"12"
"575003";"575003";"69";"12";"3";"1309";"766";"12";"0";"754";"69";"72";"106";"4";"73";"117";"65";"1";"238";"9"
"575004";"575004";"69";"12";"3";"1061";"598";"10";"0";"588";"60";"47";"96";"5";"37";"51";"44";"18";"218";"12"
"575005";"575005";"69";"12";"3";"1111";"606";"8";"0";"598";"94";"41";"78";"2";"34";"91";"42";"8";"198";"10"
"575006";"575006";"69";"12";"3";"1144";"529";"13";"1";"515";"53";"36";"93";"5";"23";"41";"39";"12";"190";"23"
"575007";"575007";"69";"12";"3";"245";"120";"3";"0";"117";"10";"7";"13";"0";"7";"7";"4";"2";"66";"1"
"575008";"575008";"69";"12";"3";"168";"71";"1";"0";"70";"9";"5";"2";"0";"3";"8";"11";"0";"25";"7"
"577001";"577001";"66";"12";"3";"3983";"2082";"29";"1";"2052";"149";"128";"323";"17";"59";"117";"130";"141";"905";"83"
"577002";"577002";"66";"12";"3";"260";"157";"1";"0";"156";"8";"14";"27";"1";"7";"7";"1";"7";"80";"4"
"577003";"577003";"66";"12";"3";"1232";"667";"5";"1";"661";"69";"45";"95";"3";"22";"58";"27";"13";"310";"19"
"577004";"577004";"66";"12";"3";"364";"151";"0";"0";"151";"17";"2";"14";"1";"7";"15";"12";"13";"63";"7"
"577005";"577005";"66";"12";"3";"271";"149";"1";"0";"148";"7";"8";"13";"1";"9";"19";"6";"1";"78";"6"
"577006";"577006";"66";"12";"3";"1450";"664";"10";"1";"653";"83";"37";"128";"4";"38";"54";"54";"31";"196";"28"
"577007";"577007";"66";"12";"3";"659";"422";"7";"1";"414";"12";"19";"62";"5";"17";"21";"31";"34";"194";"19"
"601001";"601001";"73";"13";"3";"2617";"1370";"29";"5";"1336";"162";"109";"244";"10";"133";"117";"63";"41";"398";"59"
"601002";"601002";"73";"13";"3";"533";"293";"2";"0";"291";"20";"12";"36";"3";"34";"40";"24";"2";"106";"14"
"601003";"601003";"73";"13";"3";"687";"419";"6";"0";"413";"45";"25";"40";"7";"67";"45";"21";"0";"147";"16"
"601004";"601004";"73";"13";"3";"636";"358";"3";"2";"353";"32";"24";"52";"5";"31";"42";"19";"0";"123";"25"
"601005";"601005";"73";"13";"3";"644";"332";"5";"0";"327";"29";"19";"49";"0";"40";"35";"38";"0";"89";"28"
"601006";"601006";"73";"13";"3";"570";"316";"7";"0";"309";"44";"25";"50";"5";"30";"26";"25";"2";"81";"21"
"601007";"601007";"73";"13";"3";"566";"340";"1";"0";"339";"23";"12";"44";"2";"45";"29";"43";"4";"113";"24"
"603001";"603001";"70";"13";"3";"1911";"880";"12";"3";"865";"168";"45";"82";"2";"140";"129";"80";"20";"169";"30"
"603002";"603002";"70";"13";"3";"3345";"1629";"26";"0";"1603";"230";"96";"270";"12";"167";"209";"101";"59";"404";"55"
"603003";"603003";"70";"13";"3";"1398";"744";"7";"0";"737";"85";"64";"107";"11";"84";"87";"40";"35";"201";"23"
"603004";"603004";"70";"13";"3";"1141";"634";"12";"1";"621";"68";"31";"97";"4";"64";"62";"39";"18";"221";"17"
"605001";"605001";"73";"13";"3";"1474";"824";"14";"2";"808";"99";"73";"94";"12";"68";"68";"54";"16";"288";"36"
"605002";"605002";"73";"13";"3";"2521";"1372";"17";"1";"1354";"119";"112";"222";"10";"104";"113";"74";"16";"529";"55"
"605003";"605003";"73";"13";"3";"679";"377";"8";"0";"369";"51";"29";"56";"4";"31";"28";"23";"2";"125";"20"
"605004";"605004";"73";"13";"3";"1231";"717";"6";"2";"709";"50";"48";"128";"3";"56";"58";"48";"7";"273";"38"
"605005";"605005";"73";"13";"3";"1232";"643";"9";"3";"631";"66";"45";"114";"4";"53";"63";"40";"8";"188";"50"
"605006";"605006";"73";"13";"3";"953";"493";"12";"1";"480";"60";"27";"88";"7";"35";"50";"37";"3";"150";"23"
"605007";"605007";"73";"13";"3";"1294";"722";"8";"1";"713";"98";"52";"62";"1";"72";"97";"48";"7";"251";"25"
"605008";"605008";"73";"13";"3";"1388";"762";"7";"0";"755";"86";"44";"104";"13";"86";"81";"59";"11";"248";"23"
"607001";"607001";"70";"13";"3";"10787";"5015";"74";"17";"4924";"1075";"298";"709";"40";"627";"699";"495";"68";"762";"151"
"607002";"607002";"70";"13";"3";"1114";"626";"5";"0";"621";"90";"37";"96";"5";"68";"65";"58";"3";"181";"18"
"607003";"607003";"70";"13";"3";"6928";"3677";"35";"8";"3634";"527";"262";"705";"39";"425";"431";"217";"33";"910";"85"
"607004";"607004";"70";"13";"3";"574";"317";"7";"0";"310";"33";"19";"60";"0";"29";"34";"25";"3";"95";"12"
"607005";"607005";"70";"13";"3";"3337";"1708";"17";"2";"1689";"212";"153";"318";"11";"221";"186";"107";"23";"420";"38"
"607006";"607006";"70";"13";"3";"6576";"3050";"42";"16";"2992";"671";"212";"368";"18";"388";"465";"287";"41";"436";"106"
"607007";"607007";"70";"13";"3";"1222";"693";"4";"0";"689";"109";"64";"98";"2";"85";"65";"56";"8";"168";"34"
"607008";"607008";"70";"13";"3";"5611";"2474";"64";"18";"2392";"440";"143";"376";"10";"310";"407";"246";"26";"348";"86"
"609001";"609001";"75";"13";"3";"213";"125";"1";"1";"123";"12";"5";"7";"0";"14";"17";"14";"0";"50";"4"
"609002";"609002";"75";"13";"3";"213";"128";"1";"1";"126";"15";"6";"16";"0";"9";"14";"16";"0";"44";"6"
"609003";"609003";"75";"13";"3";"878";"486";"5";"0";"481";"65";"38";"51";"4";"75";"54";"28";"3";"149";"14"
"609004";"609004";"75";"13";"3";"1261";"731";"5";"0";"726";"103";"50";"82";"8";"113";"93";"57";"1";"199";"20"
"609005";"609005";"75";"13";"3";"488";"284";"3";"1";"280";"38";"18";"28";"2";"45";"30";"19";"0";"89";"11"
"609006";"609006";"75";"13";"3";"363";"215";"4";"0";"211";"8";"10";"19";"1";"24";"34";"26";"0";"77";"12"
"609007";"609007";"75";"13";"3";"256";"153";"0";"0";"153";"19";"12";"19";"1";"17";"20";"6";"0";"52";"7"
"609008";"609008";"75";"13";"3";"1311";"737";"6";"1";"730";"69";"55";"102";"2";"97";"97";"68";"4";"219";"17"
"609009";"609009";"75";"13";"3";"295";"176";"4";"0";"172";"15";"10";"16";"3";"26";"16";"10";"2";"68";"6"
"609010";"609010";"75";"13";"3";"1352";"735";"10";"2";"723";"88";"42";"125";"8";"73";"54";"47";"2";"258";"26"
"609011";"609011";"75";"13";"3";"243";"126";"2";"1";"123";"8";"8";"13";"1";"23";"19";"8";"1";"37";"5"
"609012";"609012";"75";"13";"3";"264";"163";"3";"0";"160";"13";"11";"15";"1";"15";"13";"17";"1";"70";"4"
"611001";"611001";"73";"13";"3";"4149";"1997";"30";"4";"1963";"244";"149";"328";"16";"102";"150";"76";"60";"738";"100"
"611002";"611002";"73";"13";"3";"1777";"940";"14";"1";"925";"112";"61";"119";"7";"64";"65";"48";"22";"377";"50"
"611003";"611003";"73";"13";"3";"945";"490";"5";"0";"485";"59";"30";"82";"5";"40";"39";"17";"9";"180";"24"
"611004";"611004";"73";"13";"3";"869";"470";"3";"2";"465";"108";"28";"53";"5";"25";"34";"20";"11";"160";"21"
"611005";"611005";"73";"13";"3";"869";"395";"6";"0";"389";"30";"17";"49";"5";"20";"21";"12";"7";"195";"33"
"611006";"611006";"73";"13";"3";"404";"243";"4";"1";"238";"21";"20";"25";"3";"17";"22";"9";"5";"98";"18"
"611107";"611107";"73";"13";"3";"1199";"591";"7";"2";"582";"52";"34";"76";"6";"36";"37";"20";"10";"274";"37"
"613001";"613001";"74";"13";"3";"4294";"2126";"25";"1";"2100";"299";"156";"344";"12";"243";"212";"96";"81";"577";"80"
"613002";"613002";"74";"13";"3";"2951";"1423";"28";"2";"1393";"240";"106";"167";"9";"191";"163";"76";"93";"300";"48"
"613003";"613003";"74";"13";"3";"1498";"867";"9";"0";"858";"76";"39";"102";"3";"74";"72";"35";"106";"334";"17"
"613004";"613004";"74";"13";"3";"1037";"577";"11";"0";"566";"54";"50";"87";"1";"65";"56";"28";"6";"196";"23"
"613005";"613005";"74";"13";"3";"468";"276";"2";"0";"274";"29";"11";"20";"10";"24";"25";"13";"40";"89";"13"
"613006";"613006";"74";"13";"3";"953";"523";"2";"4";"517";"62";"36";"75";"3";"95";"54";"30";"4";"145";"13"
"615001";"615001";"75";"13";"3";"4621";"2264";"37";"13";"2214";"445";"103";"264";"8";"484";"342";"205";"20";"285";"58"
"615002";"615002";"75";"13";"3";"4294";"1779";"12";"10";"1757";"380";"86";"159";"13";"400";"274";"179";"16";"191";"59"
"615003";"615003";"75";"13";"3";"6532";"3404";"47";"9";"3348";"413";"180";"649";"29";"638";"444";"259";"29";"609";"98"
"615004";"615004";"75";"13";"3";"132";"79";"0";"0";"79";"1";"10";"18";"0";"6";"3";"6";"3";"24";"8"
"615005";"615005";"75";"13";"3";"5721";"2696";"36";"13";"2647";"437";"157";"354";"17";"576";"349";"259";"21";"400";"77"
"615006";"615006";"75";"13";"3";"9435";"4736";"58";"10";"4668";"657";"274";"709";"27";"1003";"540";"305";"35";"970";"148"
"615007";"615007";"75";"13";"3";"3676";"1961";"31";"5";"1925";"263";"137";"265";"13";"421";"234";"129";"15";"387";"61"
"615008";"615008";"75";"13";"3";"1248";"693";"11";"0";"682";"68";"55";"122";"4";"132";"53";"22";"3";"200";"23"
"615009";"615009";"75";"13";"3";"1491";"782";"7";"4";"771";"110";"44";"91";"6";"128";"92";"40";"5";"230";"25"
"615010";"615010";"75";"13";"3";"1693";"985";"14";"3";"968";"135";"55";"102";"3";"186";"123";"61";"0";"255";"48"
"615011";"615011";"75";"13";"3";"3789";"2395";"29";"6";"2360";"168";"211";"561";"16";"372";"180";"107";"15";"657";"73"
"617001";"617001";"72";"13";"3";"2520";"1641";"16";"2";"1623";"179";"167";"193";"10";"248";"214";"135";"22";"400";"55"
"617002";"617002";"72";"13";"3";"875";"464";"3";"2";"459";"37";"21";"52";"0";"39";"44";"23";"5";"213";"25"
"617005";"617005";"72";"13";"3";"559";"359";"4";"0";"355";"30";"29";"33";"3";"33";"30";"27";"9";"142";"19"
"619001";"619001";"74";"13";"3";"2125";"1275";"21";"5";"1249";"142";"81";"275";"9";"152";"135";"82";"9";"323";"41"
"619002";"619002";"74";"13";"3";"543";"317";"8";"1";"308";"41";"19";"30";"0";"48";"37";"19";"3";"99";"12"
"619003";"619003";"74";"13";"3";"757";"380";"4";"1";"375";"60";"25";"63";"1";"48";"43";"24";"3";"99";"9"
"619004";"619004";"74";"13";"3";"1388";"797";"15";"2";"780";"117";"30";"112";"4";"123";"81";"36";"3";"248";"26"
"619005";"619005";"74";"13";"3";"1074";"538";"7";"0";"531";"48";"27";"68";"3";"106";"65";"45";"3";"148";"18"
"619006";"619006";"74";"13";"3";"1309";"666";"4";"0";"662";"92";"34";"113";"8";"103";"48";"29";"3";"210";"22"
"619007";"619007";"74";"13";"3";"1239";"702";"9";"1";"692";"70";"41";"106";"7";"68";"67";"58";"11";"229";"35"
"619008";"619008";"74";"13";"3";"1252";"634";"6";"1";"627";"66";"26";"98";"4";"107";"67";"40";"12";"180";"27"
"619009";"619009";"74";"13";"3";"1603";"948";"15";"2";"931";"94";"62";"135";"5";"125";"90";"50";"8";"326";"36"
"619010";"619010";"74";"13";"3";"86";"62";"1";"0";"61";"4";"3";"9";"0";"15";"4";"3";"0";"20";"3"
"621001";"621001";"71";"13";"3";"5442";"2526";"22";"8";"2496";"233";"200";"619";"17";"272";"348";"181";"35";"544";"47"
"621002";"621002";"71";"13";"3";"4760";"2052";"18";"4";"2030";"315";"144";"311";"15";"323";"313";"190";"55";"324";"40"
"621003";"621003";"71";"13";"3";"9072";"4451";"38";"11";"4402";"672";"338";"896";"18";"542";"579";"327";"37";"853";"140"
"621004";"621004";"71";"13";"3";"3874";"1622";"16";"6";"1600";"307";"144";"230";"7";"245";"227";"143";"15";"241";"41"
"621005";"621005";"71";"13";"3";"4049";"2417";"19";"5";"2393";"132";"223";"781";"17";"189";"196";"116";"11";"676";"52"
"621006";"621006";"71";"13";"3";"590";"343";"11";"0";"332";"40";"13";"57";"3";"30";"37";"33";"6";"100";"13"
"621007";"621007";"71";"13";"3";"1644";"862";"8";"3";"851";"91";"81";"121";"3";"92";"74";"58";"9";"294";"28"
"621008";"621008";"71";"13";"3";"3719";"1803";"16";"2";"1785";"217";"146";"377";"14";"234";"166";"104";"9";"486";"32"
